subject,sessionIndex,rep,H.period,H.t,H.i,H.e,H.five,H.Shift.r,H.o,H.a,H.n,H.l,H.Return
s032,5,41,0.1013,0.1058,0.1069,0.0742,0.1,0.1058,0.1047,0.1253,0.0868,0.0876,0.082
s032,5,42,0.1261,0.1045,0.1124,0.0728,0.0995,0.1066,0.0905,0.1063,0.0794,0.0889,0.0881
s032,5,43,0.1303,0.0958,0.0958,0.1092,0.0907,0.09,0.0992,0.1213,0.0873,0.1016,0.0765
s032,5,44,0.1037,0.1153,0.096,0.053,0.1045,0.1,0.1002,0.1045,0.0799,0.1031,0.0823
s032,5,45,0.1092,0.0865,0.0979,0.0855,0.0855,0.0878,0.0934,0.1271,0.0958,0.0744,0.101
s032,5,46,0.1016,0.1124,0.0947,0.0694,0.1013,0.104,0.0947,0.1132,0.0823,0.0807,0.095
s032,5,47,0.0971,0.1137,0.1066,0.0742,0.062,0.1066,0.0829,0.1182,0.095,0.0697,0.0884
s032,5,48,0.115,0.0931,0.091,0.0644,0.0807,0.1176,0.0699,0.1116,0.0815,0.0889,0.0857
s032,5,49,0.1089,0.0842,0.0913,0.0752,0.0778,0.0931,0.0902,0.0802,0.0739,0.0923,0.0936
s032,5,50,0.1182,0.124,0.0882,0.066,0.0657,0.1102,0.0807,0.0921,0.0839,0.0641,0.0876
s032,6,1,0.1205,0.106,0.115,0.1308,0.0929,0.1267,0.0952,0.1118,0.0852,0.154,0.1361
s032,6,2,0.1068,0.0913,0.1377,0.0952,0.0889,0.119,0.1068,0.105,0.0918,0.0768,0.0892
s032,6,3,0.1018,0.1358,0.1095,0.1248,0.1121,0.1396,0.1126,0.1042,0.1084,0.1271,0.0802
s032,6,4,0.1068,0.1066,0.0952,0.1018,0.0929,0.1146,0.0913,0.1414,0.0734,0.1184,0.0871
s032,6,5,0.1319,0.1084,0.1031,0.1026,0.1042,0.1146,0.0987,0.0942,0.0842,0.1145,0.0918
s032,6,6,0.1132,0.09,0.1221,0.0755,0.1082,0.1053,0.0886,0.1145,0.0855,0.1145,0.0947
s032,6,7,0.0968,0.0981,0.1264,0.1113,0.0989,0.0958,0.1153,0.086,0.0931,0.1024,0.0958
s032,6,8,0.1314,0.0955,0.1306,0.072,0.1145,0.1198,0.0818,0.1269,0.0989,0.1055,0.0726
s032,6,9,0.1435,0.0842,0.1229,0.1121,0.0823,0.0871,0.1192,0.0828,0.0915,0.1203,0.0778
s032,6,10,0.1282,0.1037,0.144,0.09,0.0747,0.1005,0.1045,0.1327,0.1053,0.1567,0.0955
s032,6,11,0.1358,0.1158,0.11,0.077,0.066,0.1124,0.1216,0.1237,0.1187,0.1414,0.0876
s032,6,12,0.0624,0.0721,0.1179,0.1013,0.0918,0.1019,0.0873,0.0834,0.1031,0.1084,0.1087
s032,6,13,0.1398,0.1179,0.1195,0.0955,0.0773,0.1029,0.0636,0.1087,0.0966,0.1013,0.0878
s032,6,14,0.1185,0.0834,0.0802,0.08,0.0847,0.1261,0.0911,0.1159,0.09,0.0884,0.09
s032,6,15,0.109,0.1088,0.0966,0.072,0.067,0.1056,0.0618,0.1153,0.0931,0.1134,0.0704
s032,6,16,0.1114,0.1109,0.0789,0.0681,0.0755,0.0963,0.0871,0.094,0.0791,0.0749,0.0802
s032,6,17,0.1153,0.1122,0.1005,0.0897,0.0955,0.0921,0.0921,0.1348,0.0897,0.1374,0.0995
s032,6,18,0.119,0.1063,0.1047,0.0876,0.0831,0.1048,0.1014,0.0911,0.0818,0.1029,0.0849
s032,6,19,0.1232,0.0907,0.0211,0.0665,0.1124,0.1087,0.08,0.1003,0.0934,0.1095,0.0926
s032,6,20,0.1074,0.119,0.1079,0.1253,0.0507,0.0998,0.1103,0.128,0.0897,0.1047,0.0646
s032,6,21,0.1253,0.0815,0.1061,0.1198,0.0683,0.1198,0.0942,0.1361,0.0989,0.1322,0.0702
s032,6,22,0.1298,0.1116,0.1058,0.0749,0.0976,0.1081,0.1034,0.1063,0.0826,0.1219,0.0681
s032,6,23,0.11,0.1082,0.0939,0.0831,0.0828,0.1066,0.1058,0.105,0.0918,0.1034,0.0889
s032,6,24,0.0926,0.096,0.0985,0.0681,0.0987,0.1143,0.0998,0.1425,0.1069,0.1298,0.0358
s032,6,25,0.1198,0.0723,0.0393,0.0678,0.0718,0.1095,0.0992,0.104,0.0966,0.1095,0.0807
s032,6,26,0.105,0.1011,0.0594,0.0781,0.0778,0.1045,0.0934,0.1132,0.0829,0.0942,0.0739
s032,6,27,0.1171,0.0939,0.0871,0.072,0.0942,0.1003,0.0963,0.1137,0.0989,0.1224,0.0939
s032,6,28,0.1026,0.0913,0.1047,0.0623,0.043,0.0992,0.0931,0.081,0.0686,0.1082,0.0749
s032,6,29,0.1393,0.1042,0.1245,0.0533,0.0414,0.0882,0.0897,0.1454,0.0821,0.0944,0.1169
s032,6,30,0.1208,0.1446,0.0958,0.1266,0.0428,0.1087,0.1311,0.1532,0.1097,0.1213,0.1076
s032,6,31,0.1166,0.0802,0.1092,0.0733,0.0989,0.1156,0.0409,0.1251,0.144,0.1332,0.0918
s032,6,32,0.1453,0.1116,0.1409,0.1085,0.1166,0.1142,0.1016,0.1114,0.1124,0.1345,0.0958
s032,6,33,0.1256,0.1026,0.0971,0.0866,0.096,0.0781,0.1113,0.1147,0.0868,0.1308,0.1358
s032,6,34,0.1248,0.0736,0.1406,0.1111,0.0973,0.0942,0.1416,0.0905,0.1203,0.1623,0.0871
s032,6,35,0.1161,0.11,0.0958,0.1358,0.0741,0.1029,0.1118,0.0581,0.0739,0.1237,0.0818
s032,6,36,0.1097,0.129,0.1263,0.0873,0.0926,0.0985,0.0412,0.0868,0.0457,0.0926,0.0942
s032,6,37,0.1348,0.1227,0.1066,0.0839,0.0966,0.1146,0.1003,0.109,0.0997,0.2036,0.1126
s032,6,38,0.1233,0.0979,0.1024,0.0618,0.0942,0.1037,0.0923,0.0947,0.1129,0.1382,0.0942
s032,6,39,0.1292,0.11,0.0903,0.0671,0.0744,0.1205,0.0794,0.0847,0.0755,0.13,0.0871
s032,6,40,0.1309,0.0895,0.0981,0.0573,0.0409,0.0961,0.1185,0.1103,0.1037,0.1372,0.0968
s032,6,41,0.1066,0.1029,0.0884,0.0989,0.0889,0.1138,0.1068,0.0646,0.0681,0.1316,0.09
s032,6,42,0.1292,0.1047,0.1019,0.057,0.0894,0.1314,0.0987,0.1103,0.1449,0.1013,0.0889
s032,6,43,0.1222,0.1195,0.0974,0.0483,0.0889,0.1129,0.0596,0.0778,0.1261,0.1058,0.1179
s032,6,44,0.0861,0.1114,0.0857,0.0971,0.0878,0.1177,0.1316,0.1253,0.1064,0.1477,0.1082
s032,6,45,0.1039,0.1079,0.0895,0.0718,0.0979,0.1005,0.0995,0.1633,0.0934,0.1379,0.07
s032,6,46,0.12,0.1055,0.0984,0.072,0.0435,0.1013,0.0908,0.1066,0.0834,0.1374,0.0942
s032,6,47,0.1114,0.1053,0.1282,0.1216,0.0865,0.0913,0.0878,0.0612,0.1385,0.0981,0.1116
s032,6,48,0.1213,0.1005,0.0742,0.0589,0.0781,0.1042,0.0399,0.0918,0.1005,0.1324,0.0918
s032,6,49,0.1116,0.0683,0.0871,0.0718,0.0752,0.0998,0.1124,0.0884,0.0921,0.1124,0.0907
s032,6,50,0.1116,0.1343,0.0861,0.1145,0.0691,0.1076,0.1047,0.1266,0.0865,0.115,0.0876
s032,7,1,0.0823,0.0865,0.1074,0.1024,0.076,0.1285,0.091,0.1167,0.0995,0.1034,0.1113
s032,7,2,0.1179,0.0971,0.1034,0.0694,0.0831,0.115,0.0774,0.0992,0.0952,0.0884,0.0873
s032,7,3,0.1019,0.1245,0.0813,0.0753,0.0913,0.1069,0.0847,0.1335,0.0871,0.0926,0.0968
s032,7,4,0.1098,0.1219,0.0897,0.0868,0.09,0.1098,0.0871,0.0145,0.0757,0.1514,0.1013
s032,7,5,0.1208,0.1142,0.0934,0.0984,0.1053,0.1235,0.0807,0.1163,0.0921,0.1053,0.101
s032,7,6,0.1037,0.1097,0.1032,0.0829,0.0844,0.1182,0.0757,0.1256,0.0955,0.1295,0.095
s032,7,7,0.1151,0.0971,0.096,0.1303,0.086,0.1113,0.0976,0.1617,0.0992,0.0929,0.1026
s032,7,8,0.1079,0.1039,0.0723,0.0792,0.0926,0.0594,0.081,0.1163,0.1076,0.096,0.1219
s032,7,9,0.0886,0.0741,0.0852,0.125,0.1166,0.1132,0.0907,0.1097,0.0913,0.1411,0.0923
s032,7,10,0.1185,0.1251,0.0921,0.0957,0.0955,0.1195,0.09,0.1449,0.0987,0.0731,0.1213
s032,7,11,0.1116,0.1169,0.0952,0.1058,0.1008,0.1195,0.1018,0.1544,0.1098,0.1097,0.11
s032,7,12,0.118,0.1135,0.0784,0.0765,0.061,0.1246,0.1005,0.1723,0.0974,0.125,0.0826
s032,7,13,0.1232,0.1074,0.0956,0.0668,0.0884,0.1161,0.1353,0.1089,0.091,0.0902,0.0947
s032,7,14,0.1098,0.1333,0.081,0.0623,0.0929,0.1079,0.0929,0.1137,0.0902,0.0934,0.1327
s032,7,15,0.1203,0.1084,0.0845,0.1032,0.1089,0.1113,0.1205,0.1261,0.0952,0.0878,0.1063
s032,7,16,0.1222,0.1267,0.0897,0.1517,0.1121,0.1124,0.0786,0.1221,0.0929,0.1269,0.1024
s032,7,17,0.0971,0.0849,0.0839,0.1311,0.0944,0.1217,0.0884,0.1356,0.0926,0.1269,0.0918
s032,7,18,0.1029,0.1179,0.0934,0.1161,0.0881,0.1174,0.0955,0.1488,0.0681,0.119,0.1045
s032,7,19,0.0971,0.1235,0.0995,0.1079,0.1076,0.1227,0.0847,0.1506,0.0984,0.1316,0.1092
s032,7,20,0.1245,0.1314,0.1053,0.1242,0.1124,0.1391,0.0921,0.1378,0.0919,0.0644,0.0997
s032,7,21,0.1179,0.1438,0.0749,0.0897,0.0815,0.1113,0.0499,0.1063,0.1076,0.1066,0.1071
s032,7,22,0.0894,0.1153,0.0939,0.1464,0.1108,0.1003,0.1203,0.1256,0.1109,0.1248,0.115
s032,7,23,0.1232,0.0923,0.109,0.1159,0.0987,0.1749,0.0987,0.1069,0.0985,0.1182,0.1303
s032,7,24,0.1153,0.1171,0.0879,0.1372,0.0923,0.1158,0.1048,0.1082,0.0881,0.1079,0.1071
s032,7,25,0.1258,0.115,0.0982,0.0858,0.0628,0.1006,0.0997,0.1029,0.1008,0.1137,0.1092
s032,7,26,0.1216,0.1562,0.1089,0.1063,0.0997,0.119,0.0776,0.1098,0.1034,0.1008,0.1145
s032,7,27,0.1155,0.1414,0.1063,0.077,0.1292,0.1135,0.0143,0.1034,0.1074,0.1234,0.1358
s032,7,28,0.1258,0.1274,0.0972,0.0998,0.1031,0.1245,0.0961,0.1502,0.0964,0.1147,0.1147
s032,7,29,0.1163,0.1343,0.0907,0.0776,0.1295,0.1311,0.1008,0.076,0.1274,0.1298,0.0886
s032,7,30,0.1158,0.143,0.1117,0.091,0.0844,0.1108,0.0839,0.1201,0.1209,0.1399,0.1103
s032,7,31,0.1208,0.1147,0.0947,0.1295,0.1058,0.1129,0.0966,0.1669,0.103,0.1287,0.1037
s032,7,32,0.1337,0.1142,0.096,0.0992,0.0604,0.1396,0.105,0.1572,0.1127,0.1277,0.1372
s032,7,33,0.115,0.134,0.0992,0.0979,0.1132,0.1196,0.1079,0.1203,0.1251,0.0995,0.1158
s032,7,34,0.106,0.1084,0.1037,0.0734,0.0704,0.095,0.0985,0.1351,0.1047,0.1514,0.1147
s032,7,35,0.1169,0.1445,0.1077,0.1072,0.0678,0.1354,0.1158,0.1607,0.104,0.1454,0.1944
s032,7,36,0.125,0.1446,0.1459,0.105,0.0995,0.1058,0.1045,0.1372,0.0884,0.1461,0.1203
s032,7,37,0.1229,0.1306,0.1098,0.1137,0.1087,0.1153,0.1274,0.1259,0.1096,0.1457,0.1216
s032,7,38,0.1179,0.1274,0.0902,0.1008,0.0707,0.1095,0.1002,0.1145,0.0997,0.1219,0.1195
s032,7,39,0.1002,0.1285,0.0879,0.1,0.0979,0.1166,0.0934,0.1259,0.08,0.1459,0.1016
s032,7,40,0.1179,0.1311,0.0945,0.1093,0.0863,0.1211,0.0834,0.1148,0.053,0.0881,0.1198
s032,7,41,0.1114,0.1164,0.0894,0.1187,0.072,0.1095,0.1071,0.1224,0.1,0.138,0.1448
s032,7,42,0.1169,0.1346,0.1005,0.1045,0.0976,0.1195,0.0937,0.1193,0.0884,0.1322,0.1915
s032,7,43,0.1116,0.1213,0.1111,0.1217,0.0926,0.1211,0.1,0.1184,0.0863,0.1398,0.1116
s032,7,44,0.1095,0.1235,0.1053,0.0929,0.0794,0.1198,0.1167,0.1528,0.0973,0.1514,0.1066
s032,7,45,0.1232,0.1311,0.0842,0.0898,0.0762,0.1069,0.1182,0.1578,0.0853,0.1469,0.0865
s032,7,46,0.1159,0.1523,0.1072,0.0927,0.0918,0.1158,0.1206,0.1383,0.1138,0.1155,0.1453
s032,7,47,0.1185,0.1441,0.1119,0.0852,0.0807,0.1126,0.0842,0.1839,0.0984,0.1514,0.1116
s032,7,48,0.1002,0.1,0.0963,0.0865,0.0765,0.1029,0.1224,0.1021,0.0905,0.0755,0.0633
s032,7,49,0.1024,0.0844,0.0942,0.0871,0.0538,0.0702,0.0836,0.1089,0.0805,0.0776,0.0757
s032,7,50,0.0881,0.076,0.0707,0.0733,0.0646,0.1066,0.1087,0.0762,0.0733,0.0765,0.0625
s032,8,1,0.1395,0.13,0.0935,0.0879,0.1008,0.0921,0.1024,0.0826,0.0686,0.0826,0.0662
s032,8,2,0.0686,0.1019,0.0842,0.0723,0.0815,0.1032,0.0663,0.1167,0.0955,0.0823,0.1063
s032,8,3,0.095,0.0971,0.0926,0.0818,0.086,0.1193,0.0849,0.1043,0.0927,0.0918,0.0802
s032,8,4,0.1013,0.0839,0.0845,0.0842,0.1089,0.0966,0.0842,0.1208,0.0831,0.0515,0.0926
s032,8,5,0.0968,0.0895,0.0794,0.0852,0.0923,0.0902,0.0974,0.1019,0.1039,0.0968,0.1039
s032,8,6,0.1161,0.1064,0.0857,0.0826,0.0744,0.0935,0.1092,0.105,0.0852,0.1245,0.0981
s032,8,7,0.1271,0.1213,0.0844,0.0739,0.0665,0.1124,0.1092,0.1192,0.09,0.0971,0.0942
s032,8,8,0.1085,0.1219,0.1013,0.082,0.0596,0.1135,0.1011,0.1175,0.0834,0.0905,0.1219
s032,8,9,0.125,0.125,0.095,0.076,0.0554,0.1024,0.1029,0.1237,0.0905,0.1285,0.1034
s032,8,10,0.1246,0.1024,0.1021,0.0779,0.0694,0.1043,0.114,0.0955,0.0929,0.0968,0.1063
s032,8,11,0.114,0.1304,0.0987,0.1403,0.1224,0.1013,0.095,0.1092,0.0939,0.0997,0.1126
s032,8,12,0.1175,0.1238,0.095,0.0642,0.1066,0.0916,0.1061,0.1127,0.0881,0.1021,0.0995
s032,8,13,0.1142,0.1219,0.113,0.0776,0.0654,0.1161,0.1093,0.0992,0.1066,0.1211,0.1005
s032,8,14,0.0923,0.1121,0.0997,0.0533,0.0691,0.0948,0.0995,0.112,0.0779,0.0915,0.1195
s032,8,15,0.1229,0.1358,0.095,0.0734,0.0876,0.0981,0.1155,0.101,0.0836,0.0707,0.0897
s032,8,16,0.1272,0.1193,0.1024,0.0668,0.0517,0.0874,0.0908,0.0966,0.0842,0.0878,0.0915
s032,8,17,0.1024,0.1192,0.0937,0.1148,0.0923,0.1063,0.1093,0.1019,0.0763,0.0831,0.0807
s032,8,18,0.1109,0.109,0.1034,0.0902,0.0855,0.105,0.0866,0.095,0.0878,0.1005,0.106
s032,8,19,0.1143,0.1082,0.1174,0.0571,0.0868,0.091,0.0976,0.1045,0.0849,0.1026,0.105
s032,8,20,0.1216,0.0987,0.0963,0.0799,0.101,0.0918,0.0934,0.051,0.0955,0.1076,0.0989
s032,8,21,0.1132,0.1182,0.1095,0.0874,0.0955,0.1021,0.101,0.1059,0.0887,0.0955,0.1087
s032,8,22,0.1063,0.1066,0.1032,0.0639,0.0963,0.0984,0.0689,0.1031,0.0989,0.0915,0.0781
s032,8,23,0.1082,0.0897,0.0919,0.089,0.0807,0.1114,0.0834,0.0924,0.0924,0.1155,0.0947
s032,8,24,0.1029,0.1045,0.1061,0.0757,0.0799,0.1118,0.0976,0.1137,0.095,0.0976,0.0836
s032,8,25,0.0979,0.1229,0.1091,0.071,0.0936,0.108,0.0926,0.1393,0.1029,0.0955,0.1066
s032,8,26,0.0894,0.1258,0.0858,0.1108,0.0625,0.133,0.0993,0.1148,0.0747,0.0897,0.0844
s032,8,27,0.1008,0.1047,0.0934,0.1324,0.1081,0.1095,0.0918,0.0726,0.0789,0.0594,0.0852
s032,8,28,0.0955,0.1111,0.1077,0.1193,0.109,0.1256,0.0929,0.1101,0.0782,0.0773,0.0889
s032,8,29,0.101,0.143,0.0816,0.0945,0.1124,0.1264,0.0763,0.0884,0.0876,0.1006,0.0871
s032,8,30,0.082,0.1488,0.0795,0.0871,0.0921,0.118,0.0786,0.1061,0.091,0.1398,0.1037
s032,8,31,0.0987,0.1395,0.0686,0.0768,0.1261,0.1101,0.0637,0.1,0.0897,0.0955,0.1047
s032,8,32,0.0945,0.1469,0.0792,0.067,0.1042,0.1293,0.0926,0.0945,0.0858,0.0602,0.086
s032,8,33,0.1011,0.1096,0.0985,0.0676,0.0976,0.1114,0.0873,0.0889,0.0773,0.12,0.0791
s032,8,34,0.1108,0.1219,0.1103,0.0987,0.0528,0.0955,0.1021,0.0894,0.096,0.0575,0.1147
s032,8,35,0.1071,0.1021,0.0952,0.0842,0.0997,0.1329,0.0902,0.143,0.0828,0.1445,0.1074
s032,8,36,0.11,0.149,0.1098,0.1164,0.0989,0.1206,0.1032,0.109,0.1003,0.1169,0.1042
s032,8,37,0.1095,0.1327,0.1029,0.0642,0.0995,0.1171,0.1005,0.1034,0.0839,0.0894,0.0981
s032,8,38,0.1132,0.1203,0.0944,0.0623,0.0929,0.104,0.0878,0.0818,0.0894,0.0691,0.1039
s032,8,39,0.1105,0.1221,0.1045,0.062,0.091,0.1045,0.0905,0.1103,0.0813,0.1039,0.095
s032,8,40,0.1161,0.0849,0.1029,0.0586,0.0744,0.0836,0.0831,0.1032,0.1037,0.0984,0.1279
s032,8,41,0.0979,0.1068,0.1216,0.0694,0.0791,0.1042,0.0887,0.0747,0.0918,0.0936,0.0791
s032,8,42,0.11,0.1108,0.0968,0.0594,0.0979,0.1124,0.0855,0.0536,0.0989,0.1021,0.1018
s032,8,43,0.1169,0.0791,0.1,0.0654,0.0802,0.0989,0.0907,0.13,0.1055,0.0799,0.1042
s032,8,44,0.124,0.1074,0.1161,0.081,0.0834,0.0944,0.1271,0.0868,0.0878,0.1134,0.0913
s032,8,45,0.1263,0.0976,0.1345,0.0718,0.1058,0.0981,0.1258,0.1401,0.1063,0.1147,0.134
s032,8,46,0.1018,0.1042,0.1171,0.1003,0.0878,0.0937,0.0847,0.0989,0.091,0.0947,0.0855
s032,8,47,0.1282,0.1266,0.1182,0.0966,0.0778,0.0955,0.1329,0.1113,0.1074,0.13,0.0947
s032,8,48,0.1079,0.1179,0.0989,0.0726,0.0944,0.1151,0.1224,0.1171,0.0813,0.1137,0.0979
s032,8,49,0.1195,0.1419,0.0956,0.0721,0.0849,0.1174,0.0808,0.0992,0.1013,0.101,0.0944
s032,8,50,0.0992,0.1219,0.0855,0.0755,0.0396,0.1063,0.1108,0.1092,0.0966,0.1021,0.0762
s033,1,1,0.0715,0.1387,0.2065,0.2049,0.1182,0.0557,0.1456,0.2134,0.1453,0.1904,0.1337
s033,1,2,0.0852,0.1353,0.1409,0.1464,0.0836,0.0997,0.1398,0.1891,0.1717,0.1625,0.1474
s033,1,3,0.1345,0.1633,0.1319,0.1285,0.1024,0.1391,0.0857,0.2313,0.1862,0.1488,0.1155
s033,1,4,0.1137,0.1575,0.1245,0.125,0.0834,0.1224,0.0857,0.1659,0.1158,0.1432,0.1013
s033,1,5,0.1448,0.1573,0.1132,0.1604,0.1084,0.1248,0.077,0.1693,0.1617,0.1327,0.1227
s033,1,6,0.1129,0.1614,0.1846,0.1646,0.1559,0.1599,0.1488,0.2147,0.1638,0.1329,0.1246
s033,1,7,0.0789,0.1825,0.1601,0.1664,0.1232,0.1564,0.1604,0.4004,0.1693,0.1308,0.139
s033,1,8,0.1132,0.2184,0.139,0.1459,0.1053,0.1816,0.1728,0.2012,0.1543,0.1174,0.1477
s033,1,9,0.1132,0.1907,0.182,0.1319,0.1063,0.1915,0.1675,0.2329,0.1229,0.1008,0.0923
s033,1,10,0.0958,0.1625,0.1907,0.1219,0.0952,0.1881,0.1522,0.7221,0.101,0.1427,0.096
s033,1,11,0.0839,0.1759,0.1329,0.1538,0.0944,0.1744,0.1569,0.4307,0.1311,0.0712,0.0968
s033,1,12,0.0755,0.1556,0.0815,0.0934,0.1401,0.182,0.1514,0.2424,0.1309,0.1089,0.1443
s033,1,13,0.067,0.1635,0.1277,0.1308,0.095,0.1952,0.1414,0.2456,0.1188,0.0936,0.1176
s033,1,14,0.0768,0.1623,0.1227,0.0886,0.1084,0.1538,0.1622,0.231,0.1638,0.1089,0.0794
s033,1,15,0.0668,0.1533,0.1512,0.1132,0.0884,0.1506,0.1277,0.2331,0.0939,0.1192,0.1084
s033,1,16,0.0623,0.1646,0.1358,0.0984,0.0863,0.1393,0.1292,0.2078,0.1008,0.11,0.0868
s033,1,17,0.0662,0.1409,0.1031,0.0755,0.0828,0.1372,0.1205,0.2202,0.1058,0.0913,0.1058
s033,1,18,0.0844,0.1504,0.1377,0.1029,0.0752,0.163,0.1445,0.4052,0.1224,0.0963,0.0828
s033,1,19,0.0707,0.2099,0.0984,0.1158,0.115,0.1631,0.1124,0.2371,0.099,0.0981,0.0794
s033,1,20,0.0834,0.1514,0.1068,0.0929,0.0773,0.1291,0.1274,0.23,0.1329,0.0876,0.1116
s033,1,21,0.0726,0.1593,0.1124,0.1118,0.0826,0.1701,0.0955,0.2548,0.1646,0.11,0.1234
s033,1,22,0.1037,0.1509,0.1378,0.1079,0.0907,0.1641,0.1285,0.2482,0.1382,0.1013,0.0881
s033,1,23,0.0757,0.1725,0.1253,0.0897,0.0752,0.1456,0.0947,0.2136,0.0462,0.0673,0.0718
s033,1,24,0.0675,0.149,0.1045,0.0902,0.0907,0.1482,0.148,0.2437,0.1316,0.1435,0.1263
s033,1,25,0.0615,0.1507,0.148,0.1219,0.0939,0.1437,0.1485,0.2561,0.0873,0.1163,0.1158
s033,1,26,0.0789,0.1725,0.1211,0.0422,0.0902,0.1839,0.1501,0.2384,0.0467,0.1171,0.1024
s033,1,27,0.0631,0.1374,0.1063,0.1198,0.0958,0.157,0.1543,0.3621,0.1369,0.1118,0.1372
s033,1,28,0.0578,0.1356,0.0953,0.0929,0.0807,0.1143,0.1121,0.2137,0.0839,0.0868,0.0881
s033,1,29,0.0797,0.1433,0.1382,0.0865,0.1071,0.1735,0.1095,0.258,0.1826,0.1129,0.114
s033,1,30,0.0544,0.1517,0.1388,0.1082,0.0836,0.1203,0.1377,0.2165,0.124,0.1029,0.1991
s033,1,31,0.0712,0.1561,0.1179,0.1087,0.1037,0.1378,0.1169,0.1791,0.0905,0.1058,0.1184
s033,1,32,0.0847,0.168,0.1084,0.1229,0.0907,0.1733,0.1525,0.2057,0.1161,0.1068,0.1095
s033,1,33,0.0762,0.1206,0.1245,0.1063,0.0876,0.1185,0.1364,0.1896,0.1179,0.1129,0.1192
s033,1,34,0.0805,0.1722,0.1074,0.1008,0.0873,0.1854,0.1416,0.215,0.129,0.1132,0.1248
s033,1,35,0.0778,0.1453,0.1393,0.0863,0.0995,0.1934,0.1546,0.2068,0.0926,0.1129,0.1184
s033,1,36,0.0823,0.1823,0.0921,0.1145,0.1053,0.1657,0.1263,0.2134,0.1029,0.1053,0.1269
s033,1,37,0.1013,0.173,0.1382,0.1142,0.1229,0.1644,0.1601,0.2366,0.138,0.1691,0.1158
s033,1,38,0.0923,0.191,0.115,0.1548,0.1219,0.1622,0.119,0.3184,0.1042,0.101,0.1047
s033,1,39,0.0617,0.1712,0.0942,0.0929,0.1066,0.1762,0.1593,0.226,0.0929,0.1163,0.1163
s033,1,40,0.0815,0.1477,0.1237,0.1311,0.1016,0.1822,0.1546,0.2582,0.1314,0.1796,0.1016
s033,1,41,0.0929,0.1709,0.1514,0.0923,0.1108,0.2049,0.1543,0.25,0.1261,0.0905,0.0979
s033,1,42,0.1501,0.1778,0.1219,0.1403,0.09,0.1862,0.1422,0.3471,0.1224,0.1082,0.1158
s033,1,43,0.0813,0.1459,0.1071,0.1039,0.0876,0.1805,0.129,0.2477,0.1248,0.1195,0.1208
s033,1,44,0.082,0.1517,0.0584,0.1079,0.0926,0.1135,0.1208,0.2229,0.0797,0.0857,0.0799
s033,1,45,0.1008,0.1527,0.1453,0.1071,0.0823,0.1441,0.1348,0.2213,0.1039,0.0723,0.0849
s033,1,46,0.0728,0.1627,0.0757,0.1105,0.0884,0.1185,0.1042,0.4346,0.1068,0.0918,0.0884
s033,1,47,0.0723,0.1427,0.0844,0.1158,0.0942,0.192,0.1765,0.4243,0.0902,0.1169,0.0652
s033,1,48,0.0675,0.1514,0.104,0.1358,0.0789,0.1581,0.1308,0.2385,0.0932,0.1134,0.0987
s033,1,49,0.0981,0.1411,0.1222,0.1211,0.0823,0.1177,0.1103,0.2179,0.1469,0.0871,0.0794
s033,1,50,0.0678,0.159,0.0707,0.0992,0.1097,0.1203,0.1174,0.2313,0.1013,0.1066,0.095
s033,2,1,0.0823,0.1198,0.1024,0.1416,0.0633,0.138,0.1084,0.1902,0.0691,0.1211,0.1306
s033,2,2,0.1137,0.1348,0.1063,0.1118,0.0828,0.144,0.0472,0.1432,0.0931,0.1121,0.1037
s033,2,3,0.0944,0.13,0.1063,0.0892,0.0699,0.1177,0.0586,0.144,0.1208,0.1187,0.1445
s033,2,4,0.0958,0.1348,0.125,0.1045,0.0815,0.124,0.1016,0.1941,0.1746,0.1274,0.12
s033,2,5,0.1237,0.1312,0.1082,0.0936,0.0955,0.1032,0.1092,0.1881,0.0886,0.0849,0.1108
s033,2,6,0.1195,0.1532,0.1079,0.0694,0.0892,0.1248,0.0915,0.1736,0.0997,0.1153,0.1314
s033,2,7,0.1045,0.1435,0.0907,0.1467,0.0686,0.1533,0.1016,0.2007,0.0839,0.0955,0.138
s033,2,8,0.1047,0.1485,0.1385,0.1137,0.1008,0.1034,0.1256,0.191,0.0752,0.1227,0.0989
s033,2,9,0.0992,0.1503,0.1242,0.1153,0.0573,0.1501,0.0894,0.1867,0.1124,0.1126,0.12
s033,2,10,0.0968,0.1743,0.1161,0.0973,0.0929,0.1512,0.1208,0.178,0.1008,0.1219,0.1263
s033,2,11,0.0731,0.1211,0.0971,0.0857,0.0836,0.1126,0.095,0.1865,0.0934,0.1021,0.0992
s033,2,12,0.0852,0.1443,0.1372,0.0855,0.0786,0.1445,0.1208,0.1989,0.0646,0.095,0.1008
s033,2,13,0.0681,0.1575,0.1216,0.0947,0.072,0.1543,0.1208,0.177,0.0989,0.0752,0.0992
s033,2,14,0.0681,0.183,0.0889,0.1137,0.0752,0.1543,0.1488,0.1986,0.1118,0.0944,0.0884
s033,2,15,0.0615,0.1604,0.1003,0.0913,0.067,0.1087,0.101,0.1807,0.1002,0.0934,0.0929
s033,2,16,0.0409,0.138,0.0818,0.0907,0.0731,0.0876,0.0504,0.2032,0.1,0.0826,0.0834
s033,2,17,0.0665,0.1614,0.0881,0.0955,0.0657,0.1279,0.1511,0.2158,0.1111,0.0799,0.0979
s033,2,18,0.0446,0.1678,0.1274,0.1401,0.0755,0.1636,0.0997,0.206,0.1227,0.1311,0.0789
