subject,sessionIndex,rep,DD.period.t,DD.t.i,DD.i.e,DD.e.five,DD.five.Shift.r,DD.Shift.r.o,DD.o.a,DD.a.n,DD.n.l,DD.l.Return
s033,6,7,0.385,0.153,0.2797,0.3898,0.5198,0.2343,1.4223,1.024,0.85,0.3225
s033,6,8,0.3818,0.1213,0.2177,0.6632,0.5678,0.2496,0.2058,0.1865,0.2889,0.3116
s033,6,9,0.2911,0.1285,0.1696,0.818,0.5256,0.2509,0.1926,0.1981,0.8313,0.2921
s033,6,10,0.3414,0.1208,0.1912,0.6527,0.5003,0.3569,0.3272,0.21,0.3477,0.2982
s033,6,11,0.3193,0.1369,0.1942,0.6524,0.5505,0.2662,0.2042,0.1831,0.3532,0.5664
s033,6,12,0.2906,0.1464,0.1708,0.5525,0.4555,0.2275,0.1903,0.1928,0.9494,0.3591
s033,6,13,0.3533,0.134,0.2267,0.3288,1.3635,0.4532,0.3429,0.2311,0.6413,0.3147
s033,6,14,0.3267,0.1395,0.211,0.6181,0.4756,0.2358,0.194,0.1902,0.3181,0.2784
s033,6,15,0.289,0.1813,0.1765,0.6646,0.5735,0.2732,0.261,0.1673,0.2953,0.3209
s033,6,16,0.4942,0.1398,0.1586,0.6337,0.522,0.3695,0.325,0.2493,0.3234,0.6233
s033,6,17,0.3997,0.3513,0.308,0.6769,0.6288,0.2444,0.2163,0.1499,0.3315,0.4042
s033,6,18,0.5326,0.1224,0.2111,0.7938,0.5605,0.2681,0.199,0.1702,0.3255,0.3048
s033,6,19,0.3409,0.1512,0.423,0.7221,0.5391,0.4502,0.2598,0.1918,0.3415,0.2734
s033,6,20,0.3128,0.1282,0.1776,0.5963,0.5705,0.9636,0.3285,0.2545,0.6126,0.3077
s033,6,21,0.7083,0.1343,0.2147,0.7408,0.5268,0.2957,0.2151,0.2422,0.3808,0.7075
s033,6,22,0.3679,0.3274,0.3313,0.5665,0.6425,0.2421,0.2127,0.1353,0.527,0.4132
s033,6,23,0.26,0.1261,0.1911,0.6609,0.4711,0.2517,0.2143,0.1636,0.3721,0.4103
s033,6,24,0.356,0.1485,0.1829,0.7181,0.5953,0.3438,0.2217,0.1736,0.2799,0.3174
s033,6,25,0.3111,0.1639,0.1459,0.5528,0.5033,0.3319,0.5795,0.2295,0.4467,0.3459
s033,6,26,0.2473,0.1395,0.176,0.7244,0.469,0.2722,0.1942,0.1897,0.2783,0.3299
s033,6,27,0.2644,0.1432,0.1652,0.721,0.4964,0.5201,0.2788,0.225,0.3078,0.3027
s033,6,28,0.3108,0.1453,0.1747,0.5699,0.5072,0.2546,0.2133,0.1514,0.4863,0.5063
s033,6,29,0.2613,0.1654,0.1766,0.5506,0.5067,0.258,0.5624,0.2185,0.2811,0.3303
s033,6,30,0.2935,0.1356,0.1739,0.534,0.4724,0.2963,0.2064,0.1934,0.3052,0.4314
s033,6,31,0.3463,0.1271,0.326,1.0847,0.4941,0.2221,0.2269,0.1657,0.2597,0.7731
s033,6,32,0.3815,0.1625,0.2023,0.3078,0.5706,0.2646,0.189,0.1831,0.2861,0.5584
s033,6,33,0.2639,0.1797,0.2558,0.6189,0.5093,0.1981,0.1918,0.1641,0.4151,0.4954
s033,6,34,0.2405,0.1522,0.1981,0.6202,0.4453,0.2248,0.2232,0.1517,0.3021,0.4488
s033,6,35,0.3509,0.3629,0.248,0.6247,0.5183,0.2039,0.1937,0.1865,0.7137,0.3296
s033,6,36,0.3634,0.2936,0.1929,0.7972,0.5281,0.2485,0.2103,0.1696,0.311,1.0168
s033,6,37,0.2249,0.1596,0.1784,0.5111,0.4837,0.3231,0.242,0.1965,0.3748,0.2958
s033,6,38,0.2512,0.1548,0.1858,0.5509,0.4619,0.2495,0.195,0.1794,0.3112,0.482
s033,6,39,0.3162,0.1876,0.2155,0.5488,0.6047,0.3057,0.2303,0.2768,0.3181,0.8581
s033,6,40,0.3523,0.1308,0.2348,0.2735,0.461,0.2662,0.2332,0.1836,0.3007,0.3378
s033,6,41,0.2513,0.2511,0.2522,0.5971,0.4804,0.2362,0.1884,0.1865,0.4165,0.3432
s033,6,42,0.2678,0.1741,0.2216,0.5559,0.4872,0.3975,0.2441,0.4858,0.4275,0.3385
s033,6,43,0.7633,0.1572,0.2506,0.3457,0.8574,0.849,0.2027,0.1957,0.3176,0.3995
s033,6,44,0.2336,0.154,0.2024,0.5195,0.489,1.2846,0.4175,0.2815,0.7817,0.376
s033,6,45,0.3029,0.1409,0.2017,0.5522,0.6196,0.8656,0.5744,0.2195,0.475,0.3525
s033,6,46,0.6882,0.2453,0.4629,0.3359,0.9357,0.369,0.2156,0.1913,0.2744,0.3293
s033,6,47,0.3003,0.1435,0.2013,0.5902,0.5286,0.6937,0.2904,0.2567,0.37,0.7439
s033,6,48,0.3311,0.4333,0.6482,0.36,0.4825,0.4405,0.2076,0.1923,0.3166,0.458
s033,6,49,0.4061,0.1688,0.1683,0.6854,0.5162,0.243,0.3279,0.215,0.3368,0.3314
s033,6,50,0.3541,0.1662,0.4315,0.3073,0.4595,0.2725,0.191,0.2348,0.9053,0.4374
s033,7,1,0.5295,0.1747,0.5493,0.3695,0.5537,0.4639,0.2607,0.2907,0.2991,0.3082
s033,7,2,0.2655,0.11,0.1931,0.5419,0.5024,0.2504,0.2928,0.215,0.3312,0.3199
s033,7,3,0.4309,0.0219,0.5718,0.5844,0.5407,0.4136,0.277,0.1443,0.2678,0.309
s033,7,4,0.587,0.1079,0.2702,0.3439,0.5418,0.3179,0.243,0.1659,0.5169,0.2803
s033,7,5,0.2668,0.1685,1.0243,0.548,0.5081,0.2577,0.2203,0.1166,0.3478,0.5529
s033,7,6,0.31,0.1535,0.4094,0.5622,0.5017,0.3682,0.2519,0.1499,0.2878,0.2728
s033,7,7,0.3077,0.1575,0.1675,0.4997,0.4482,0.2079,0.2425,0.1261,0.2648,0.3999
s033,7,8,0.2054,0.3682,0.6899,0.3634,0.594,0.3026,0.2509,0.1889,0.2527,0.2997
s033,7,9,0.2386,0.1242,0.7195,0.5604,0.4819,0.2512,0.2422,0.1628,0.2361,0.3422
s033,7,10,0.2642,0.2306,0.2793,0.4882,0.6393,0.3426,0.2043,0.1773,0.2941,0.8048
s033,7,11,0.2109,0.1852,0.1868,0.9003,0.5407,0.278,0.2085,0.1493,0.6232,0.7388
s033,7,12,0.2507,0.1704,0.2066,0.4352,0.5262,0.2809,0.2069,0.1615,0.2673,0.4103
s033,7,13,0.5098,0.1097,0.1927,0.3571,0.9236,0.2514,0.2042,0.1227,0.2698,0.2981
s033,7,14,0.2444,0.1477,1.2606,0.8078,0.4381,0.2509,0.2346,0.3809,0.6815,0.6847
s033,7,15,0.3098,0.1366,0.1903,0.4412,0.4724,0.2011,0.2163,0.1193,0.2272,0.428
s033,7,16,0.3198,0.3619,0.3131,0.4401,0.6842,0.2406,0.2155,0.138,1.0771,0.3839
s033,7,17,0.434,0.3255,0.2414,0.4301,0.5017,0.4397,0.3189,0.2664,0.3194,0.3275
s033,7,18,0.3095,0.1517,0.7163,0.7014,0.5165,0.2438,0.2694,0.1514,0.3057,0.363
s033,7,19,0.5838,0.2672,0.2024,0.3439,0.5404,0.3386,0.2417,0.1737,0.2202,0.3554
s033,7,20,0.3457,0.1886,0.1884,0.3236,0.5078,0.2658,0.2208,0.1778,0.9312,0.3517
s033,7,21,0.3269,0.1472,0.1715,0.2933,0.5869,0.3432,0.1971,0.2791,0.3919,0.4145
s033,7,22,0.2587,0.1709,0.4531,0.2901,0.5078,0.2345,0.2232,0.181,0.2954,0.554
s033,7,23,0.7028,0.1662,0.2277,0.3115,0.459,0.2902,0.2662,0.162,0.3535,0.4777
s033,7,24,0.3375,0.2132,0.1688,0.7885,0.5639,0.2709,0.2279,0.1736,0.2195,0.4018
s033,7,25,0.7483,0.1324,0.2148,0.2609,0.522,0.329,0.2414,0.1767,0.2714,0.3601
s033,7,26,0.3011,0.2226,0.2053,0.3832,0.589,0.2743,0.2203,0.2664,0.3192,0.3586
s033,7,27,0.3522,0.1554,0.1886,0.3152,0.5621,0.3173,0.2206,0.1607,0.4687,0.4015
s033,7,28,0.3785,0.1723,0.8645,0.4291,0.5885,0.2838,0.2024,0.1857,0.2834,0.9247
s033,7,29,0.2536,0.1474,0.2103,0.437,0.6369,0.2116,0.2596,0.1662,0.2714,0.3211
s033,7,30,0.2882,0.1617,0.1844,0.4311,0.6934,0.3126,0.219,0.1562,0.2851,0.4015
s033,7,31,0.4454,0.1266,0.2068,0.495,0.5359,0.2332,0.1932,0.1696,0.344,0.3599
s033,7,32,0.2887,0.1918,0.2065,0.4141,0.5246,0.21,0.2314,0.1359,0.3916,0.4245
s033,7,33,0.328,0.1514,0.2332,0.2885,0.5062,0.2158,0.2245,0.1575,0.3026,0.5503
s033,7,34,0.54,0.1382,0.4364,0.4942,0.5107,0.2488,0.1966,0.1446,0.2699,0.3841
s033,7,35,0.3193,0.1274,0.2496,1.2933,0.5065,0.5006,0.3878,0.2583,0.3011,0.3153
s033,7,36,1.315,0.163,0.6454,0.7994,0.5048,0.234,0.2393,0.1512,0.262,1.0635
s033,7,37,0.8003,0.2592,0.2253,0.3526,0.5929,0.249,0.4569,0.2562,0.302,0.42
s033,7,38,0.5385,0.2408,0.2516,0.5417,0.5041,0.9222,0.362,0.316,0.3972,0.4182
s033,7,39,0.3662,0.1308,0.1853,0.5477,0.5286,0.3271,0.2369,0.2253,0.2474,0.6035
s033,7,40,0.4074,0.1701,0.1921,0.4583,0.701,0.2659,0.2588,0.1409,0.4595,0.5872
s033,7,41,0.3262,0.1372,0.1876,0.6116,0.6116,0.2675,0.2572,0.1812,0.2609,0.3262
s033,7,42,0.4005,0.1588,0.195,0.3748,0.5107,0.3092,0.3287,0.2976,0.2706,1.1839
s033,7,43,0.3281,0.1459,0.3682,0.3165,0.4371,0.2375,0.2854,0.1404,0.2975,0.348
s033,7,44,0.6104,0.1965,0.4491,0.4064,0.5787,0.2921,0.2345,0.2023,0.2939,0.4242
s033,7,45,0.3464,0.1654,0.4437,0.4818,0.6813,0.3098,0.2726,0.2079,0.2395,0.3636
s033,7,46,0.4438,0.1467,0.262,0.3428,0.4317,0.2462,0.2126,0.2213,0.3036,0.3374
s033,7,47,0.4828,0.1583,0.1989,0.4847,0.5983,0.2697,0.1997,0.148,0.3595,0.3799
s033,7,48,0.7257,0.1337,0.2279,0.9034,0.484,0.2704,0.1995,0.1615,0.3062,0.3066
s033,7,49,0.5393,0.1271,0.1946,0.3806,0.5491,0.2746,0.2535,0.1667,0.3827,0.3248
s033,7,50,0.2238,0.1559,0.2364,0.3526,0.4711,0.2642,0.2446,0.1622,0.3271,0.295
s033,8,1,0.2892,0.1234,0.431,0.6785,0.6151,0.3147,0.31,0.5771,0.8355,0.4018
s033,8,2,0.3861,0.0776,0.4645,0.7123,0.5117,0.2432,0.4075,0.3215,0.2265,0.366
s033,8,3,0.7376,0.1184,0.2192,0.3387,0.557,0.2757,0.2048,0.3208,0.2873,0.3659
s033,8,4,0.5978,0.1543,0.2419,0.3558,0.54,0.3583,0.205,0.2363,0.3584,0.7083
s033,8,5,0.2481,0.1329,0.1828,0.5995,0.4178,0.4671,0.3248,0.2163,0.3215,0.3681
s033,8,6,0.9346,0.826,0.2169,0.6812,0.5349,0.8784,0.2087,0.2213,0.3216,0.7003
s033,8,7,0.7948,0.1385,0.2289,0.6021,0.5521,0.2653,0.3881,0.2188,0.3133,0.4031
s033,8,8,0.6991,0.12,0.1937,0.2949,0.5396,0.3037,0.2593,0.1899,0.2582,0.3504
s033,8,9,0.5052,0.1546,0.17,0.3866,0.4972,0.4044,0.2639,0.1794,0.273,0.3433
s033,8,10,0.2835,0.1627,0.195,0.4159,0.7608,0.2209,0.2227,0.1309,0.2321,0.3707
s033,8,11,0.299,0.1646,0.1625,1.1225,0.531,0.2939,0.4002,0.196,0.2277,0.3187
s033,8,12,0.2858,0.1517,0.1681,0.346,0.5346,0.2754,0.2098,0.1596,0.2709,0.5629
s033,8,13,0.3198,0.1707,0.1817,0.8895,0.5671,0.2781,0.213,0.1406,0.2563,0.4264
s033,8,14,0.3198,0.1501,0.1908,0.3975,0.5507,0.2802,0.1839,0.1926,0.7205,0.3718
s033,8,15,0.2618,0.1456,0.2018,0.2978,0.4827,0.3577,0.2425,0.1731,0.2416,0.3367
s033,8,16,0.5358,0.321,0.2861,0.8289,0.5468,1.3266,0.4793,0.2556,0.3752,0.3111
s033,8,17,0.4509,0.0636,0.3685,0.3816,0.4729,0.204,0.2066,0.1667,0.2197,0.3219
s033,8,18,0.4082,0.0261,0.7533,0.3165,0.5683,0.2375,0.2021,0.3564,0.4357,0.4972
s033,8,19,0.6123,0.3226,0.2551,0.3408,0.5123,0.3917,0.2161,0.2137,0.2231,0.3372
s033,8,20,0.2647,0.1689,0.1565,0.2568,0.4539,0.249,0.1882,0.209,0.2234,0.3251
s033,8,21,0.352,0.3455,0.2566,0.3036,0.5214,1.1424,0.3683,0.2337,0.2608,0.3425
s033,8,22,0.3372,0.1659,0.2066,0.3286,0.5096,0.2305,0.2103,0.3828,0.4349,0.3403
s033,8,23,0.2426,0.1796,0.2113,0.2637,0.4616,0.2669,0.1787,0.1913,0.2766,0.2711
s033,8,24,0.2503,0.1762,0.1799,0.274,0.5022,0.2451,0.2385,0.2181,0.2712,0.7787
s033,8,25,0.2998,0.1448,0.2258,0.2611,0.4695,0.235,0.2145,0.1857,0.275,0.3288
s033,8,26,0.4546,0.3748,0.5425,0.3653,0.459,0.2063,0.2449,0.1512,0.5106,0.3034
s033,8,27,0.2911,0.134,0.21,0.3761,0.5089,0.2316,0.2045,0.1778,0.2469,0.2863
s033,8,28,0.2558,0.1594,0.2123,0.2671,0.4772,0.2377,0.2796,0.1899,0.4389,0.3356
s033,8,29,0.2655,0.1387,0.1983,0.2917,0.5186,0.2767,0.2428,0.1593,0.3062,0.2985
s033,8,30,0.2702,0.1786,0.2306,0.2801,0.4932,0.2593,0.2214,0.1588,0.2158,0.4775
s033,8,31,0.2785,0.1599,0.1702,0.272,0.4858,0.1813,0.214,0.3345,0.3507,0.4562
s033,8,32,0.3006,0.1416,0.2076,1.6202,0.5352,0.2205,0.1831,0.1636,0.263,0.2961
s033,8,33,0.2587,0.163,0.2686,0.7055,0.4703,0.2157,0.2283,0.1446,0.2169,0.3266
s033,8,34,0.4082,0.144,0.2424,0.2832,0.507,0.2239,0.2117,0.1454,0.2896,0.78
s033,8,35,0.2766,0.1786,0.1833,0.3255,0.4869,0.3422,0.2396,0.1934,0.311,0.4614
s033,8,36,0.3146,0.1575,0.4141,0.4354,0.7585,0.3313,0.2135,0.2076,0.33,0.3995
s033,8,37,0.4419,0.2649,0.3729,0.6757,0.7261,0.3263,0.1992,0.1833,0.2479,0.2977
s033,8,38,0.8248,0.1596,0.2144,0.3412,1.027,0.335,0.1797,0.176,0.3092,0.304
s033,8,39,0.3082,0.1722,0.1786,0.2757,0.5015,0.2665,0.1877,0.1847,0.2555,0.3024
s033,8,40,0.2764,0.1664,0.176,0.34,0.4793,0.2565,0.2317,0.3727,0.3323,1.0228
s033,8,41,0.3203,0.1648,0.1736,0.7453,0.4993,0.7232,0.5647,0.3825,0.8798,0.2934
s033,8,42,0.3539,0.1474,0.1591,1.1168,0.5231,0.2925,0.1787,0.1728,0.2715,0.3813
s033,8,43,0.3088,0.1403,0.1826,0.3275,0.5684,0.5104,0.2074,0.2511,0.3561,0.3227
s033,8,44,0.2766,0.1351,0.1744,0.3495,0.5447,0.2456,0.2163,0.1707,0.2685,0.2985
s033,8,45,0.2719,0.1836,0.1522,0.3004,0.4914,0.2709,0.2087,0.1783,0.2356,0.3512
s033,8,46,0.3812,0.1564,0.1931,0.5736,0.4674,0.2372,0.2298,0.2409,0.2526,0.294
s033,8,47,0.3349,0.1725,0.1717,0.3162,0.4859,0.5525,0.2096,0.1981,0.3246,0.2937
s033,8,48,0.2855,0.1868,0.1665,0.4259,0.5125,0.278,0.2251,0.1615,0.2579,0.319
s033,8,49,0.38,0.2218,0.2567,0.7518,0.511,0.4735,0.2815,0.1818,0.3476,0.2726
s033,8,50,0.761,0.077,0.9389,0.6482,0.4967,0.4838,0.4028,0.1934,0.2477,1.3604
s034,1,1,0.1503,0.0857,0.1341,0.8729,0.5818,0.2142,0.1178,0.1164,0.3207,0.9922
s034,1,2,0.1864,0.0747,0.1488,0.6638,0.575,0.3345,0.166,0.1372,0.2917,0.3945
s034,1,3,0.4543,0.0866,0.104,0.7255,0.4985,0.2034,0.176,0.4903,0.3075,0.8741
s034,1,4,0.2665,0.09,0.1129,0.7265,0.6312,0.2213,0.0979,0.1177,0.2645,1.0387
s034,1,5,0.1959,0.0768,0.1395,0.6743,0.6398,0.3767,0.1267,0.1249,0.3587,0.3825
s034,1,6,0.1883,0.0818,0.108,0.6192,0.4986,0.1589,0.1011,0.1098,0.2658,0.2942
s034,1,7,0.1653,0.1079,0.0968,0.6678,0.836,0.4895,0.1246,0.1061,0.2414,0.271
s034,1,8,0.1634,0.1195,0.1027,0.941,0.7738,0.3129,0.0782,0.1312,0.2017,0.2721
s034,1,9,0.1935,0.09,0.1127,0.95,0.7266,0.1228,0.1294,0.0852,0.269,0.8464
s034,1,10,0.5221,0.1005,0.1151,0.7917,0.415,0.0974,0.1175,0.0979,0.206,0.2755
s034,1,11,0.3127,0.1021,0.1359,0.755,0.4515,0.2937,0.0966,0.1249,0.8504,0.4358
s034,1,12,0.4108,0.1124,0.1272,0.6073,1.0129,0.1704,0.1175,0.1236,0.2281,0.6128
s034,1,13,0.2249,0.1229,0.1169,1.011,0.5579,0.1196,0.119,0.1245,0.2395,0.2908
s034,1,14,0.15,0.1216,0.0786,0.586,0.5038,0.1702,0.1151,0.1222,0.2025,1.5513
s034,1,15,0.2299,0.1011,0.0994,0.7975,0.5718,0.138,0.0882,0.1075,0.2081,0.2376
s034,1,16,0.1534,0.1209,0.0752,0.8204,0.5212,0.1231,0.0864,0.1207,0.1586,0.2317
s034,1,17,0.1266,0.1185,0.0789,0.6577,0.5052,0.1011,0.0895,0.1098,0.1406,0.2201
s034,1,18,0.1692,0.1051,0.0823,0.5654,0.4543,0.109,0.0718,0.0823,0.1426,0.1972
s034,1,19,0.1532,0.1074,0.0873,0.6195,0.4435,0.1196,0.0682,0.0992,0.1622,0.2628
s034,1,20,0.2167,0.0855,0.1053,0.6455,0.4646,0.0534,0.1032,0.0829,0.1491,0.1825
s034,1,21,0.1862,0.099,0.0981,0.6361,0.3997,0.0615,0.0869,0.0866,0.1564,0.1906
s034,1,22,0.2072,0.0916,0.0934,0.6113,0.4645,0.1222,0.0792,0.1217,0.1722,0.2571
s034,1,23,0.1659,0.1066,0.0813,0.501,0.3856,0.0715,0.0901,0.0866,0.1362,0.2051
s034,1,24,0.1626,0.1022,0.0741,0.4426,0.6219,0.1293,0.0925,0.0789,0.1784,0.2006
s034,1,25,0.1782,0.1058,0.0663,0.5293,0.3915,0.1382,0.0755,0.1048,0.1403,0.2246
s034,1,26,0.1553,0.1151,0.0686,0.7055,0.6114,0.1687,0.1087,0.1254,0.153,0.2351
s034,1,27,0.2046,0.075,0.1087,0.4789,0.4434,0.099,0.055,0.0969,0.1441,0.6101
s034,1,28,0.1896,0.0945,0.0884,0.5493,0.3835,0.1045,0.0759,0.1008,0.1461,0.1985
s034,1,29,0.1814,0.1068,0.0692,0.7271,0.4503,0.1211,0.0478,0.1154,0.1237,0.2612
s034,1,30,0.2732,0.0921,0.1055,0.6688,0.4023,0.1407,0.0352,0.1431,0.1478,0.4058
s034,1,31,0.1788,0.0963,0.0852,0.4686,0.4464,0.1125,0.0341,0.1048,0.1617,0.2246
s034,1,32,0.1613,0.1067,0.0884,0.5514,0.646,0.1059,0.0813,0.0798,0.1388,0.2112
s034,1,33,0.2265,0.0892,0.1385,0.5931,0.71,0.1241,0.0996,0.0852,0.1514,0.2196
s034,1,34,0.1619,0.1071,0.0789,0.5567,0.3791,0.0955,0.0676,0.0768,0.152,0.2156
s034,1,35,0.1603,0.1032,0.5483,0.8795,0.4303,0.1161,0.0544,0.1101,0.1723,0.2634
s034,1,36,0.2278,0.0868,0.1267,0.616,0.4896,0.115,0.0687,0.1083,0.1583,0.2668
s034,1,37,0.1569,0.0992,0.0969,0.5638,0.5437,0.1288,0.0784,0.1103,0.1883,0.2576
s034,1,38,0.1363,0.1148,0.0895,0.5101,0.4587,0.168,0.0737,0.1117,0.1303,0.2536
s034,1,39,0.2568,0.1169,0.1018,0.7368,0.5156,0.1625,0.104,0.0903,0.1524,0.4857
s034,1,40,1.1724,1.0409,0.4816,0.5277,0.642,0.248,0.0863,0.0842,0.1498,1.0927
s034,1,41,0.2808,0.6849,0.1623,0.5294,1.0953,0.3593,0.1024,0.0766,0.6894,0.2842
s034,1,42,0.1811,0.1069,0.0789,0.5879,0.4299,0.1264,0.0576,0.109,0.1583,0.3037
s034,1,43,0.6444,0.0882,0.1422,0.9744,0.4488,0.1312,0.0296,0.1447,0.4774,0.5682
s034,1,44,0.1883,0.0931,0.1067,0.5195,0.489,0.0832,0.0963,0.0576,0.1466,0.5078
s034,1,45,0.2152,0.0997,0.1142,0.8516,0.4261,0.103,0.102,0.0829,0.1385,0.366
s034,1,46,1.066,0.1031,0.1572,1.1411,1.1026,0.2383,0.108,0.0744,0.1501,0.252
s034,1,47,0.1793,0.1045,0.0945,0.519,0.4703,0.0934,0.0824,0.1116,0.1493,0.2723
s034,1,48,0.36,0.1034,0.104,0.643,0.4669,0.1014,0.0626,0.1212,0.144,0.5769
s034,1,49,0.1719,0.1005,0.1059,0.8349,0.4685,0.3938,0.1101,0.1127,0.1725,0.266
s034,1,50,0.2046,0.0969,0.1053,0.7572,0.4458,0.1333,0.0555,0.6391,0.2168,0.1779
s034,2,1,0.8154,0.1193,0.104,1.17,1.1241,0.4637,0.1027,0.0924,0.1778,0.5007
s034,2,2,0.228,0.0712,0.1314,0.6429,0.5341,0.1169,0.1143,0.103,0.1915,0.4087
s034,2,3,0.1943,0.09,0.1187,0.6482,0.4415,0.1821,0.089,0.0935,0.1662,0.2368
s034,2,4,0.2697,0.0902,0.0974,0.5406,0.4569,0.1285,0.0748,0.1061,0.1388,0.6626
s034,2,5,0.1935,0.0797,0.0955,0.4992,0.4247,0.1166,0.0882,0.1185,0.6788,0.2937
s034,2,6,0.1347,0.109,0.08,0.4992,0.4289,0.147,0.0948,0.0866,0.1971,0.2265
s034,2,7,0.1788,0.0863,0.1122,0.5399,0.613,0.114,0.0884,0.0776,0.1443,0.2011
s034,2,8,0.2067,0.1148,0.1177,0.7743,0.32,0.1296,0.0386,0.1449,0.4673,0.248
s034,2,9,0.1761,0.0887,0.0936,0.472,0.4071,0.1589,0.1604,0.4444,0.24,0.224
s034,2,10,0.121,0.1182,0.0815,0.6464,0.407,0.1405,0.0909,0.1112,0.1405,0.2133
s034,2,11,0.1872,0.1113,0.1116,0.4539,0.4465,0.1889,0.0979,0.0805,0.163,0.2262
s034,2,12,0.1481,0.1122,0.101,0.5227,0.4255,0.129,0.1057,0.0834,0.1533,0.2238
s034,2,13,0.2023,0.1027,0.0926,0.6815,0.4949,0.1361,0.109,0.0879,0.1746,0.2317
s034,2,14,0.1418,0.1491,0.0821,0.4665,0.3638,0.1576,0.0547,0.1079,0.1519,0.2049
s034,2,15,0.1903,0.1156,0.1143,1.0784,0.6341,0.4489,0.1007,0.0826,0.1266,0.2019
s034,2,16,0.1885,0.0974,0.0942,0.547,0.4771,0.0968,0.0895,0.0668,0.1514,0.2552
s034,2,17,0.1218,0.1166,0.0805,0.4193,0.3957,0.0943,0.1186,0.0605,0.1467,0.2159
s034,2,18,0.1854,0.0863,0.0824,0.6306,0.3828,0.1306,0.0975,0.0797,0.1204,0.2025
s034,2,19,0.1585,0.0998,0.0915,0.3938,0.4481,0.1145,0.0982,0.0802,0.1229,0.2534
s034,2,20,0.1426,0.1282,0.0847,0.9831,0.4331,0.1048,0.1011,0.0631,0.1293,0.1998
s034,2,21,0.1408,0.1113,0.0802,0.5219,0.5454,0.1191,0.1322,0.0823,0.1452,0.2183
s034,2,22,0.1342,0.1142,0.0921,0.4779,0.4057,0.1238,0.0908,0.0779,0.1641,0.2101
s034,2,23,0.1302,0.1137,0.089,0.5045,0.3978,0.1201,0.0858,0.0755,0.129,0.1835
s034,2,24,0.1593,0.1736,0.109,0.5124,0.3891,0.1,0.1054,0.0729,0.1254,0.1977
s034,2,25,0.0973,0.1514,0.0633,0.5311,0.3838,0.0924,0.1043,0.0475,0.1236,0.2001
s034,2,26,0.1065,0.13,0.0766,0.3987,0.4031,0.1006,0.1003,0.0687,0.1557,0.4828
s034,2,27,0.1898,0.1008,0.0861,0.4072,0.4308,0.0939,0.0856,0.0673,0.1524,0.1938
s034,2,28,0.1068,0.1222,0.0878,0.4483,0.416,0.1029,0.084,0.0868,0.1992,0.1759
s034,2,29,0.168,0.1,0.0953,0.4407,0.3638,0.1069,0.1035,0.0744,0.1274,0.2196
s034,2,30,0.1276,0.1161,0.086,0.4644,0.4851,0.0905,0.0829,0.0541,0.1802,0.1988
s034,2,31,0.1115,0.1336,0.0742,0.4027,0.4086,0.1074,0.0816,0.0795,0.1414,0.2125
s034,2,32,0.1307,0.1261,0.0976,0.4269,0.3395,0.109,0.0993,0.0776,0.1179,0.2175
s034,2,33,0.1567,0.1024,0.0984,0.3805,0.3773,0.1272,0.0782,0.093,0.1174,0.2244
s034,2,34,0.1205,0.1213,0.0913,0.9295,0.5856,0.1096,0.1019,0.0732,0.1411,0.2286
s034,2,35,0.1474,0.1153,0.1027,0.4164,0.4266,0.1201,0.0481,0.1352,0.1385,0.4163
s034,2,36,0.2379,0.1528,0.1351,0.4273,0.4527,0.1301,0.0797,0.0684,0.1248,0.2143
s034,2,37,0.1107,0.1348,0.0752,0.3711,0.4427,0.1359,0.0702,0.1133,0.0912,0.1986
s034,2,38,0.1195,0.1044,0.104,0.5654,0.4002,0.1219,0.0494,0.0881,0.1254,0.1954
s034,2,39,0.134,0.1037,0.1052,0.2951,0.4437,0.0923,0.0555,0.089,0.1662,0.2505
s034,2,40,0.1508,0.0973,0.0952,0.385,0.3519,0.1117,0.0511,0.0454,0.133,0.2205
s034,2,41,0.4084,0.1029,0.1264,0.351,0.4299,0.1393,0.1077,0.0402,0.1247,0.2275
s034,2,42,0.2128,0.0998,0.0939,0.4093,0.4536,0.1372,0.0679,0.0359,0.1535,0.1748
s034,2,43,0.1443,0.1106,0.0977,0.6327,0.3888,0.1681,0.055,0.0547,0.1298,0.2893
s034,2,44,0.1957,0.1022,0.0826,0.7377,0.6955,0.1367,0.0985,0.0402,0.1475,0.2091
s034,2,45,0.2104,0.0947,0.1016,0.2909,0.4848,0.1436,0.0502,0.1434,0.1263,0.1983
s034,2,46,0.106,0.1298,0.0689,0.5125,0.4487,0.1491,0.065,0.1074,0.1471,0.2859
s034,2,47,0.1532,0.104,0.1116,0.4246,0.6505,0.5077,0.0963,0.1262,0.2373,0.3155
s034,2,48,0.1461,0.1238,0.1201,0.4062,0.5259,0.3625,0.118,0.0905,0.1274,0.2507
s034,2,49,0.1593,0.1182,0.1079,0.529,0.442,0.235,0.1455,0.0934,0.1404,0.2499
s034,2,50,0.1281,0.1327,0.109,0.5024,0.6399,0.386,0.2393,0.0085,0.5998,0.2918
s034,3,1,0.1286,0.1074,0.0834,0.5965,0.4292,0.4592,0.1156,0.1026,0.1765,0.3525
s034,3,2,0.2038,0.0762,0.1045,0.7189,0.421,0.1765,0.0914,0.0921,0.1444,0.1796
s034,3,3,0.2165,0.0968,0.1171,0.3898,0.522,0.1399,0.0927,0.0992,0.1559,0.1993
s034,3,4,0.1801,0.0871,0.1164,0.3708,0.4229,0.1312,0.0679,0.1117,0.1197,0.6365
